word,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
lately,-0.030430952,0.002172997,-0.01682574,-0.00027544211,0.00076674763,-0.052551847,0.04291618,0.085630715,-0.0781364,-0.013520273,-0.0052436367,-0.086491376,0.004766662,-0.009119005,0.018575206,-0.035286635,0.054835606,-0.04353909,-0.0019986709,-0.09430611,0.039672535,0.027160957,0.0798251,-0.026452582,-0.032708045,-0.0018866374,-0.043027148,0.019771948,-0.029255416,-0.028260298,0.06882274,-0.00036516425,0.045527976,-0.030713283,-0.010621365,0.06562518,0.04694172,-0.062388457,-0.071710974,-0.062276922,-0.0041820724,-0.07367329,0.00020405598,0.025804197,0.05479134,-0.012531057,-0.010543424,-0.019938791,0.0047368254,0.018661106,0.010845618,-0.0334339,0.01650419,0.020330483,-0.07284952,0.01823797,0.013009228,0.038238492,-0.049423307,0.015594919,-0.0026188716,0.009973369,0.011530985,0.01687733,-0.028094068,0.05376813,-0.003814327,0.03367365,-0.053136155,0.045496263,0.022270706,0.027485127,0.03204267,0.038259074,0.065501705,0.019596243,0.027154181,-0.003424406,-0.06729287,0.029242076,-0.013750255,-0.00301639,-0.046931256,0.005977031,-0.04048378,-0.01560634,0.013251613,0.041396737,0.016616838,0.014231882,0.078561276,-0.009366965,-0.0013305543,0.010725474,0.10059506,0.04150592,0.05367108,-0.08299376,0.03315563,0.022401476
sand,-0.028771581,-0.0018747257,-0.0139952395,-0.0060496693,-0.004568998,-0.06850864,0.06381802,0.10382148,-0.08122282,-0.029314417,-0.0044848286,-0.099589124,-0.0039543165,-0.010005928,0.016414518,-0.031772077,0.06861506,-0.046727154,-0.014700529,-0.0992615,0.052890826,0.03340027,0.09764511,-0.029196402,-0.04249034,-0.008493498,-0.054537907,0.015814872,-0.023699064,-0.027413756,0.07871743,0.0012332066,0.048558418,-0.0403792,0.0058698906,0.08324794,0.043991555,-0.06819261,-0.08777243,-0.07665085,-0.012036885,-0.08011369,0.0012686052,0.017551979,0.05563743,-0.023387419,-0.00027290988,-0.032505907,-0.0044721426,0.022747548,-0.0006711819,-0.027827505,0.018997725,0.028851306,-0.09877884,0.030124027,0.022445476,0.042851437,-0.058576677,0.020004308,-0.005840935,0.010438192,0.021931874,0.032069385,-0.043314196,0.053784516,-0.0030522803,0.039087366,-0.068211436,0.05814708,0.020373764,0.03592419,0.031220507,0.04568798,0.074172385,0.019970164,0.023467107,-0.0016271712,-0.086704984,0.019022437,-0.0074923267,-0.006073725,-0.03732611,0.0167716,-0.052591957,-0.007380816,0.025818968,0.04686479,0.020275945,0.017422237,0.082656495,-0.0005324018,-0.0012383574,0.0139140105,0.109506264,0.034107704,0.04651787,-0.0978189,0.0312912,0.02832405
adjourn,-0.04124279,0.004960053,-0.009219338,-0.007470755,-0.016198391,-0.064688094,0.048149798,0.10413885,-0.08511485,-0.01710528,-0.010752107,-0.09621058,-0.012039469,-0.0106080305,0.019864049,-0.040254734,0.060380287,-0.051973898,-0.017632294,-0.10352908,0.051874064,0.024972608,0.09515778,-0.03343265,-0.043057792,-0.0017077774,-0.050012015,0.028086884,-0.034808304,-0.033393007,0.09496278,-0.006615004,0.04911472,-0.025763132,-0.001726045,0.06995228,0.052991915,-0.07484242,-0.09452222,-0.0810254,-0.008001564,-0.080821015,-0.009285961,0.024819873,0.051799674,-0.017205594,-0.014249153,-0.03538705,-0.009122754,0.035345137,0.010255056,-0.028561834,0.015131261,0.025355639,-0.08294799,0.024370153,0.010066369,0.027229013,-0.071633674,0.02256524,-0.0067565073,0.017503222,0.021188322,0.024007563,-0.043359857,0.053250372,0.0019103499,0.022016965,-0.06268887,0.057084497,0.0113049755,0.021826157,0.046303056,0.036644407,0.06845877,0.024107797,0.01922575,-0.007680664,-0.08729378,0.020060964,-0.014460523,-0.012650804,-0.03665408,0.023868522,-0.03374878,-0.0043889666,0.022446252,0.04081874,0.019158548,0.01185709,0.08243383,-0.008053582,0.0035566534,0.019491285,0.104463644,0.040934537,0.042482402,-0.09100207,0.03511072,0.026349068
wooden,-0.022266036,-0.003064581,-0.021187946,-0.008787018,-0.017170928,-0.06034608,0.052160833,0.0761569,-0.060479674,-0.017159784,0.0017303107,-0.087812945,-0.003991885,-0.012225757,0.011928101,-0.039798398,0.048890788,-0.027195254,-0.0010362209,-0.09342898,0.033759527,0.03232164,0.068933375,-0.01923796,-0.027927328,0.0015030638,-0.03298001,0.025006304,-0.018785331,-0.02169551,0.07613325,-0.006384066,0.038224034,-0.028394263,0.0070099323,0.065651044,0.038938202,-0.053603657,-0.0639443,-0.058101363,-0.009154607,-0.07709188,-0.00026908345,0.018895218,0.045838904,-0.011579981,-0.01794599,-0.01313591,0.008786648,0.029397573,0.0037936163,-0.02935829,0.011673039,0.023820763,-0.075873636,0.009194074,0.009565382,0.028057387,-0.053498454,0.017223997,-0.015444442,0.021663798,0.009762879,0.019443149,-0.024239313,0.045792416,-0.0052038156,0.02125224,-0.04357317,0.055696595,0.019674499,0.014985504,0.037080735,0.038301516,0.059458725,0.024550721,0.01198433,-0.0026355302,-0.06309869,0.016033093,-0.002227901,-0.00034965802,-0.03365593,0.009070136,-0.028230665,-0.013158527,0.008208247,0.047877792,0.028990181,0.012574958,0.06376371,-0.004471728,-0.0037785964,0.0069945753,0.088364996,0.03960971,0.04135412,-0.084343836,0.028388595,0.009376418
daresay,-0.034011386,0.002921422,-0.0040316666,0.0018958573,-0.015756452,-0.053618528,0.04537149,0.08004337,-0.05859192,-0.023765946,-0.015200195,-0.0738754,0.0064440467,-0.012163122,0.015262691,-0.03518408,0.034982264,-0.034351464,-0.004604513,-0.06888847,0.04088351,0.027459152,0.07318498,-0.026756227,-0.025803378,-0.005042723,-0.028026735,0.025211247,-0.02687777,-0.026339868,0.06660082,-0.0060473783,0.030758416,-0.03249871,0.008803241,0.06404425,0.039995972,-0.054143213,-0.05690716,-0.052755214,0.0052333134,-0.056545824,-0.005507065,0.02630054,0.04474979,-0.004930375,-0.011956565,-0.028565388,0.002199214,0.021023884,0.0017509266,-0.03207489,0.004375946,0.020043617,-0.069653355,0.02370759,0.014239542,0.02146484,-0.044532727,0.019391855,-0.0097442195,0.007556318,0.008267698,0.024711156,-0.03570252,0.049319956,-0.006276862,0.030923177,-0.051077444,0.034778696,0.0072744717,0.028245479,0.023179382,0.029543586,0.051033672,0.02798452,0.01847413,-0.00871934,-0.057535335,0.027198497,0.0012301564,-0.014440644,-0.038378496,0.013059874,-0.03301138,-0.012059665,0.014041384,0.027627688,0.027482403,0.009932816,0.06318326,0.008863292,-0.012518349,0.003149605,0.08385976,0.029201994,0.028543398,-0.07497561,0.024366055,0.017778108
usurpation,-0.03973518,0.0025966433,-0.01881091,-0.002120258,-0.0047698966,-0.07192444,0.057096105,0.10222396,-0.0764171,-0.01940775,-0.011409558,-0.10846487,-0.0014970388,-0.015734348,0.015202243,-0.04361695,0.06333114,-0.03811952,-0.010422587,-0.10252767,0.058901306,0.042524245,0.09638006,-0.024392448,-0.0359844,0.0030860049,-0.053636577,0.03184733,-0.023976192,-0.02021179,0.09116023,-0.006448544,0.051831022,-0.03909131,0.006752021,0.08764337,0.045534868,-0.06553769,-0.08248289,-0.07995008,-0.0005879338,-0.08841393,-0.0073530553,0.026306568,0.068718135,-0.010330183,-0.0133561,-0.020851256,-0.005207636,0.018730685,-0.0043332833,-0.04210893,0.019372834,0.027319474,-0.099732146,0.029856063,0.018828535,0.02830223,-0.07266419,0.038606156,-0.010707934,0.017910244,0.023044048,0.039875347,-0.04631545,0.072759524,0.0050300774,0.030814644,-0.07019893,0.059461568,0.019579161,0.027958179,0.047531173,0.044374436,0.0737495,0.032048933,0.028058706,-0.0011817305,-0.07809151,0.026887625,-0.0049948855,-0.008899612,-0.03980991,0.016048377,-0.044841643,-0.0075901607,0.018428858,0.05612981,0.028033419,0.0053150114,0.07818264,-0.010129931,-0.006672675,0.021510025,0.110738575,0.035286017,0.050376575,-0.0942648,0.031533778,0.032982733
conquest,-0.033482622,0.0014669955,-0.021483235,0.00146409,-0.015338721,-0.05233491,0.043955404,0.08635083,-0.07949128,-0.019743467,-0.000112329726,-0.08896019,-0.0028321026,-0.000537567,0.017259719,-0.03777062,0.0495566,-0.046090502,-0.001429779,-0.0930774,0.0450159,0.038451694,0.086321615,-0.025603674,-0.030853488,-0.0133154495,-0.050151233,0.016910745,-0.022692854,-0.021959253,0.08579204,-0.0040645003,0.051554684,-0.040537994,0.00045109403,0.082086764,0.048174873,-0.055352766,-0.085374296,-0.07821349,0.0036289021,-0.07934146,0.005542948,0.032205552,0.05808645,-0.013404882,-0.016777981,-0.031659503,-0.0059979446,0.03268889,0.00015617491,-0.035554845,0.011305008,0.022710202,-0.075168,0.029553402,0.010674648,0.022091899,-0.04852867,0.026775857,-0.0152677335,0.02164514,0.024646329,0.021805737,-0.038291607,0.047722884,0.011839109,0.034380604,-0.054578017,0.05392587,0.01547443,0.016255459,0.028545134,0.029792527,0.075214684,0.022252506,0.015697625,0.0046062074,-0.068988375,0.020419171,-0.014971859,-0.011340322,-0.04758955,0.0071351635,-0.049167365,-0.010457751,0.015807617,0.041844934,0.028342688,0.010489292,0.078518875,0.009239424,-0.003510059,0.019927224,0.09996974,0.04708297,0.051276773,-0.08326731,0.02374483,0.01528646
lodging,-0.039986223,0.010106925,-0.008198843,0.0075183683,-0.002102497,-0.0759911,0.054652203,0.09157751,-0.0807325,-0.02761334,-0.013691936,-0.09860233,-0.0064776964,0.001050225,0.011076601,-0.040074814,0.060756024,-0.040276397,-0.011092518,-0.11352004,0.04785639,0.02816299,0.08598797,-0.028968727,-0.038674142,-0.001698634,-0.054213636,0.024088617,-0.03642323,-0.020685203,0.09381947,-0.013946527,0.058601584,-0.04553023,0.0064788274,0.0816264,0.05359064,-0.067590155,-0.08590826,-0.08242983,-0.01263248,-0.09228768,-0.0062178373,0.025622517,0.061321013,-0.011225418,-0.01751313,-0.031281218,0.0006179957,0.019360263,0.0010041563,-0.029524248,0.021530347,0.02622626,-0.086651996,0.017594434,0.015106238,0.037291437,-0.059148118,0.03033202,-0.015388428,0.022894032,0.02496518,0.03546952,-0.041893557,0.055329576,0.007861891,0.0220147,-0.064457975,0.050072107,0.015853155,0.020288559,0.030790884,0.037298273,0.07543078,0.031617805,0.024328819,0.0008318805,-0.08684221,0.029200573,0.00053260307,-0.00863065,-0.056192134,0.0136189135,-0.04374965,-0.004642767,0.008522017,0.04350096,0.02378283,0.007871328,0.090132944,-0.0003647401,0.0028112591,0.01953345,0.114568025,0.033403967,0.058234245,-0.09676416,0.026282664,0.03206837
meeting,-0.028183937,0.011090229,-0.011927295,0.00697025,-0.01429696,-0.05317736,0.053294502,0.08148287,-0.058561075,-0.0268143,-0.010935905,-0.09558296,-0.0022796679,-0.0007171209,0.0068933265,-0.044122517,0.050924096,-0.032881502,-0.013572656,-0.0882504,0.053531744,0.021978429,0.087246455,-0.029505337,-0.026958494,-0.010404389,-0.048049092,0.01674194,-0.018109621,-0.03453362,0.08241824,-0.0154676195,0.038676955,-0.024277931,-0.0028333513,0.058745533,0.035579816,-0.063932694,-0.082566306,-0.06650889,-0.0053888313,-0.06892786,0.0008837903,0.015338968,0.050861787,-0.017244743,-0.0018410044,-0.020580314,0.004105135,0.013993807,8.931456e-06,-0.035943314,0.022526892,0.010455628,-0.088430986,0.02099867,0.012987761,0.02037767,-0.06472987,0.027099635,-0.005475334,0.0025676638,0.020299876,0.026856543,-0.024688272,0.045319952,0.01300723,0.027227333,-0.047072787,0.053106416,0.01604969,0.028274296,0.037783097,0.0327555,0.056858305,0.022645343,0.024275834,-0.007915572,-0.07471511,0.014963008,0.00056343735,0.00055505324,-0.04114341,0.013272282,-0.030308198,-0.014358349,0.021360645,0.0408341,0.027922511,0.012869144,0.06318741,-0.0010776278,-0.007848156,0.017121168,0.09102393,0.04483176,0.05330667,-0.082073525,0.029431183,0.017032105
pretend,-0.038803518,0.0027462349,-0.022840796,-0.008562825,-0.0064692157,-0.07903002,0.052772958,0.108968824,-0.09454577,-0.021787552,-0.010752943,-0.117869765,0.0059690536,-0.009085895,0.016072404,-0.039629553,0.07238395,-0.04564952,-0.007206177,-0.119463064,0.049623214,0.032630768,0.096382104,-0.04005382,-0.03180024,-0.005628317,-0.063445926,0.032903686,-0.035449773,-0.031166269,0.08644266,-0.00023845493,0.050424345,-0.041107096,0.00714578,0.08277103,0.05433011,-0.070507504,-0.09800146,-0.089859515,-0.0065676756,-0.08823606,-0.0020244922,0.02150877,0.06455275,-0.010314172,-0.014616156,-0.024999043,0.0064200168,0.035227675,0.009806907,-0.03895519,0.019113557,0.011881259,-0.09216826,0.016775742,0.009584382,0.046717837,-0.07633975,0.022083754,-0.021491291,0.014665885,0.015589532,0.036973875,-0.039251823,0.071818344,0.0033169289,0.029645514,-0.07207176,0.060235325,0.028954469,0.030603342,0.03515125,0.04690581,0.071696065,0.031634614,0.035786178,-0.0037512607,-0.07957806,0.024663031,-0.019922188,-0.020775545,-0.05447516,0.014919676,-0.03652156,-0.018907819,0.014460739,0.05871804,0.036087465,0.013854661,0.08674761,-0.008777932,-0.008384493,0.015338161,0.11638349,0.052773204,0.0600957,-0.10772693,0.033110145,0.022530911
inquisitively,-0.040563293,-0.003581325,-0.007687404,-0.008353683,-0.01205691,-0.066598855,0.060780946,0.11429681,-0.095051326,-0.015626686,-0.0058538127,-0.11984623,-0.008523129,-0.016183417,0.01600361,-0.045210857,0.07384242,-0.054754075,-0.0042898217,-0.11363276,0.059333857,0.030571507,0.094421804,-0.034582384,-0.037193313,-0.004107818,-0.056544334,0.0320809,-0.026490713,-0.035765078,0.09930675,0.0014453114,0.054637786,-0.03125128,-0.0014187307,0.089351006,0.03729596,-0.08168032,-0.09934176,-0.0897543,-0.008807124,-0.095339894,-0.0013583329,0.037825253,0.06452881,-0.019505136,-0.015580864,-0.030172883,-0.0041650296,0.026465224,0.0070339353,-0.04486685,0.015749892,0.02072862,-0.0946041,0.03335064,0.022211079,0.030946724,-0.061321277,0.026049875,-0.016661024,0.010027898,0.025328252,0.037930142,-0.042385545,0.06786583,0.005949777,0.03468606,-0.06617676,0.06100299,0.025223132,0.034437396,0.041220825,0.041170023,0.080802314,0.019077953,0.03116443,-0.00082419923,-0.07993671,0.032160047,-0.0052932855,-0.019941792,-0.0516204,0.010508198,-0.049892716,-0.0065464024,0.012379152,0.050308034,0.026823701,0.013491008,0.08437718,-0.0074101044,-0.007316578,0.019111082,0.124965996,0.04452105,0.06456375,-0.10081721,0.02453558,0.01580086
grammar,-0.036408044,0.004642591,-0.01900626,-0.0052257963,-0.0048221317,-0.058385294,0.04454598,0.08944553,-0.06512434,-0.024189046,-0.0020565207,-0.090116955,-0.006568613,-0.009540116,0.006805755,-0.03276962,0.06062631,-0.044113245,-0.012458132,-0.09683845,0.05454869,0.029882558,0.08777002,-0.03353584,-0.02334738,0.0052155955,-0.042819165,0.0143369185,-0.03380041,-0.03469184,0.0782191,-0.0023835313,0.043576617,-0.029323818,0.0064172437,0.075243026,0.04428271,-0.062123176,-0.0736019,-0.07894707,-0.0020841605,-0.07537839,-0.00038463174,0.033158824,0.049081072,-0.019125743,-0.0050467686,-0.015876746,-0.0045098863,0.028072089,0.005696204,-0.026827827,0.014278624,0.02457903,-0.094803676,0.028652431,0.020019934,0.028074782,-0.068306044,0.020020226,-0.012802979,0.018858613,0.01918784,0.030052077,-0.028123297,0.050827343,0.006517555,0.027926287,-0.051156238,0.06127784,0.014598258,0.028187595,0.030282818,0.038978938,0.07674377,0.022349628,0.019177288,0.0012822807,-0.07977338,0.018422637,-0.014934917,-0.010331486,-0.041206397,0.020454839,-0.033742238,-0.020330837,0.015204045,0.04309578,0.033146847,0.018800626,0.065380715,0.0016010493,0.0029449589,0.015290679,0.1097311,0.040957328,0.043106128,-0.085607335,0.023765469,0.028461572
pretending,-0.031757895,-0.0022107686,-0.002757615,0.007339918,-0.006701039,-0.06573384,0.050914835,0.09118563,-0.080174305,-0.030456183,-0.012908122,-0.10564593,0.0048161442,0.0010724515,0.020574428,-0.029930437,0.05789566,-0.043831345,-0.010423821,-0.10735618,0.038082983,0.029774714,0.08360564,-0.024306132,-0.041687146,-0.0068401247,-0.04495722,0.013856468,-0.024489442,-0.029257584,0.07118878,-0.0038913407,0.049453977,-0.036722265,0.002982264,0.07958035,0.04345475,-0.073559165,-0.08653548,-0.06803218,-0.00045450783,-0.07892302,-0.006833032,0.027905032,0.0631484,-0.017559791,-0.004060523,-0.016079357,-0.010175672,0.01903887,0.014759995,-0.026179947,0.013702998,0.012058214,-0.08925996,0.026839321,0.0035173371,0.035398655,-0.061677307,0.018678922,-0.010844096,0.012270521,0.010402169,0.023667764,-0.040590513,0.06271462,0.002640878,0.021569112,-0.053536937,0.04411779,0.02339782,0.03061732,0.03257548,0.039335594,0.07867897,0.031963382,0.02303593,-0.006437618,-0.08094687,0.014357157,-0.0013011079,-0.009516661,-0.034436133,0.017222475,-0.03069796,-0.019444512,0.017690195,0.044895712,0.025841322,0.0017355563,0.06700971,-0.009940841,0.0017707833,0.0041864435,0.09961464,0.045634605,0.043333404,-0.09497047,0.032832578,0.02624786
latin,-0.02472465,-0.0065029957,-0.0024466466,-0.0049863206,-0.00734536,-0.07005588,0.041168917,0.09214176,-0.07313175,-0.012071692,-0.0104845865,-0.085413076,-0.007411534,-0.0029795018,0.0012984255,-0.026840616,0.062003292,-0.029812777,-0.015866946,-0.086177,0.043308087,0.01910162,0.07738358,-0.022794718,-0.029528093,-0.012341495,-0.05083655,0.017357066,-0.023188306,-0.030454326,0.082100235,-0.010002629,0.040594343,-0.026067402,0.003177756,0.06989607,0.037315086,-0.058945958,-0.074756786,-0.064915374,-0.008069516,-0.069522396,-0.005579635,0.027869226,0.051852398,-0.02097618,-0.0053223977,-0.029782966,0.000590697,0.018199869,0.013299311,-0.021487476,0.009790741,0.011132698,-0.08212828,0.026224798,0.012250695,0.03234961,-0.05849582,0.025956748,-0.012234873,0.01251404,0.02203271,0.03369618,-0.026677443,0.04831556,-7.528581e-05,0.026643716,-0.06508876,0.042231917,0.015367005,0.020277293,0.041999612,0.038247623,0.067534596,0.018824885,0.029381812,0.005096261,-0.05898837,0.024715409,-0.016538534,-0.0071001034,-0.031684358,0.013238858,-0.033692386,-0.01379592,0.0148236435,0.047987215,0.017150555,0.015638502,0.07169969,0.0011418132,-0.0065155705,0.000530251,0.08844408,0.042593636,0.0403606,-0.07602668,0.03407709,0.02876289
brother,-0.028198434,0.0096465,-0.01622395,0.0067124288,-0.0058991667,-0.05455879,0.052633863,0.08594614,-0.06122629,-0.013402763,-0.014492752,-0.09651677,-0.0016713095,-0.0008579994,0.007850265,-0.029443456,0.042891636,-0.035930876,-0.0007568207,-0.098245904,0.04017277,0.01938405,0.07217921,-0.030899275,-0.038473856,0.004994074,-0.033120066,0.011684748,-0.018860677,-0.029815504,0.07193775,-0.0133490525,0.038469635,-0.033420645,-0.00056058576,0.057295945,0.04366917,-0.05968436,-0.07176334,-0.05653246,-0.0038808542,-0.067421585,-0.0017766604,0.031759873,0.05890149,-0.019993255,-0.0024452265,-0.0153526785,-0.006300144,0.019155132,0.010763023,-0.025548678,0.0028117418,0.019168092,-0.07664874,0.0267817,0.0068255463,0.02965663,-0.0503197,0.028154511,-0.0101866545,0.0019511865,0.021687716,0.025352737,-0.027787618,0.060909517,0.004201939,0.020194894,-0.059350647,0.047607627,0.019666519,0.029533032,0.038617387,0.03864735,0.05737733,0.014426321,0.011769919,-0.011588159,-0.07273673,0.019065782,-0.011169459,-0.0025812038,-0.03313153,0.010126921,-0.03745321,-0.0002504713,0.022530569,0.030571166,0.031064823,0.004502166,0.06825031,0.0015683133,-0.0062610093,0.004082852,0.08728599,0.037757847,0.050071146,-0.08606139,0.024077876,0.02110642
bleeds,-0.042026065,-0.00035719125,-0.0068295295,-0.008387471,-0.017064702,-0.08093626,0.065554455,0.09735872,-0.087311864,-0.024148326,-0.0044336873,-0.10611412,0.00017223408,-0.014732865,0.006271052,-0.033770073,0.07107096,-0.04373142,-0.009286525,-0.114611045,0.049204886,0.03385382,0.09482867,-0.0397449,-0.038921207,-0.00052009773,-0.051446453,0.01910384,-0.039301783,-0.038601507,0.09261103,-0.0033368669,0.045140482,-0.038392153,-0.007330554,0.0828856,0.05616131,-0.071014956,-0.08449066,-0.08365923,0.005115196,-0.081699036,-0.0030531331,0.02058852,0.07156287,-0.017819436,-0.006966435,-0.03152387,0.008354931,0.028430171,0.0137066785,-0.035534874,0.019053228,0.029703213,-0.10339355,0.01715125,0.010181606,0.031512186,-0.076638825,0.027586874,-0.02508753,0.016068695,0.014247961,0.030359859,-0.048685223,0.07500008,0.0023157902,0.028130122,-0.061193414,0.07104195,0.013689434,0.040001333,0.04328307,0.039263457,0.08626962,0.024344742,0.03276967,-0.0108534945,-0.09424014,0.03566023,-0.015249916,-0.016871322,-0.049942892,0.023920828,-0.04090544,-0.019138621,0.027046062,0.047358025,0.026311686,0.0014391146,0.09720208,0.00668303,-0.0012433126,0.02110109,0.12655048,0.053436488,0.06353893,-0.11388927,0.034157746,0.026044393
rising,-0.0316185,0.012905035,-0.013438819,-0.011584658,-0.0022919287,-0.05686055,0.06009913,0.09842609,-0.070105806,-0.012173971,-0.012237855,-0.09505687,0.000448342,-0.007624164,0.017903613,-0.035846725,0.0640307,-0.03406144,-0.00073089346,-0.09698918,0.0425344,0.03895087,0.09196482,-0.03559832,-0.027092503,-0.0037009148,-0.045429315,0.027918935,-0.030253517,-0.02755513,0.08784487,-0.015611476,0.036402185,-0.039708987,0.00060368585,0.083696894,0.033509474,-0.07221107,-0.07636334,-0.07260805,0.004346571,-0.0853467,-0.0018024116,0.022991795,0.046322457,-0.009014433,-0.0006595131,-0.0232715,-0.0067418753,0.018056927,0.01185272,-0.03588901,0.023286076,0.018901784,-0.087833546,0.027208025,0.0081402445,0.036192868,-0.06664623,0.036776476,-0.00756401,0.0043845554,0.008074198,0.01824729,-0.026102405,0.06624577,0.002523409,0.035260785,-0.052569773,0.050704896,0.021605358,0.029076423,0.041425396,0.0413105,0.07055837,0.024679419,0.023927063,0.001728939,-0.07182925,0.015757443,-0.016463714,-0.007205488,-0.043344185,0.008709213,-0.038620055,-0.0047174874,0.023304837,0.05110978,0.034259383,0.007584919,0.08373887,0.008195193,-0.0109272925,0.014402678,0.095806845,0.030903954,0.052878685,-0.09662312,0.028025199,0.016636666
spades,-0.030092722,-0.0041978047,-0.020772375,-0.009636104,-0.017169524,-0.07090354,0.06123609,0.094219275,-0.06875164,-0.026990628,-0.0015585696,-0.10740872,0.004836282,-0.0027029603,0.016368324,-0.044947498,0.048792683,-0.03624011,-0.0037337241,-0.109364785,0.050407667,0.031945128,0.10002272,-0.025138607,-0.029658824,-0.0041041556,-0.03998149,0.023978703,-0.021446707,-0.036221493,0.07364779,-0.0094145695,0.044834968,-0.02358134,-0.004394067,0.06776311,0.051255167,-0.06870423,-0.07451515,-0.07994078,0.004659018,-0.076120056,0.007934708,0.021247795,0.056087047,-0.024630714,-0.0132609345,-0.019753566,0.0033911488,0.022616677,0.0033402275,-0.03423624,0.021229677,0.009557934,-0.09421538,0.013784766,0.01294495,0.025104955,-0.06627874,0.030999044,-0.016825547,0.014679381,0.0063531883,0.020633386,-0.0419422,0.054963328,-0.003746189,0.030862374,-0.05444738,0.050501045,0.025557047,0.029926687,0.028873304,0.032742642,0.071737684,0.032708544,0.020744827,-0.009557915,-0.066270374,0.031791504,-0.0073196567,-0.004441831,-0.050767455,0.023569388,-0.05150683,-0.013987079,0.008888392,0.050018284,0.027753744,0.019021802,0.075764865,0.00912443,-0.00964661,0.020403937,0.10360468,0.0435355,0.054300696,-0.10300782,0.02236915,0.012374133
harm,-0.026346678,-0.0034207047,-0.017825041,-0.008351571,-0.01528031,-0.067179956,0.050017543,0.09706069,-0.070948966,-0.018961564,-0.0017152264,-0.098750226,-0.005107976,-0.004224983,0.021768622,-0.04176566,0.06649924,-0.037812553,0.00046726418,-0.103459135,0.049189966,0.033737127,0.0908319,-0.02251356,-0.03700033,0.0012718098,-0.04208943,0.028796442,-0.020396978,-0.030570664,0.08789447,0.003188598,0.038437005,-0.034593247,-0.010464158,0.084014595,0.050583094,-0.073988624,-0.07335427,-0.07643018,-0.01220641,-0.06815886,-0.006515774,0.035693247,0.0612142,-0.018041786,-0.008956943,-0.01996393,-0.008419297,0.017658126,-0.0031489686,-0.04029301,0.00893076,0.0168764,-0.079000294,0.022047648,0.022192147,0.030543648,-0.051601883,0.020229833,-0.00635852,0.020923503,0.020122988,0.032123193,-0.042132743,0.06821603,0.0030822603,0.022192294,-0.06622389,0.046107154,0.019748446,0.03472156,0.037153006,0.03444471,0.070833825,0.021340884,0.023255838,-0.009710486,-0.06934596,0.0323941,-0.007223872,-0.010687621,-0.04696676,0.010327483,-0.031517383,-0.012164141,0.0066214157,0.040033836,0.0243995,0.0050332868,0.06970849,-0.006318603,-0.01148142,0.018405719,0.099565275,0.034676623,0.05010532,-0.101959035,0.037676778,0.03033685
letters,-0.038128838,-0.0018916125,-0.006055832,0.0003927905,-0.0063291774,-0.066112205,0.056536734,0.08634368,-0.08604885,-0.011488773,-0.0143931955,-0.10508179,0.005026161,-0.002545563,0.00835359,-0.040129595,0.05249781,-0.050348658,-0.018212786,-0.098335765,0.05338177,0.036470726,0.091006786,-0.019318536,-0.029149668,-0.002567016,-0.055030458,0.029252915,-0.032264903,-0.025099756,0.07584724,0.0010562625,0.050647683,-0.025451573,-0.0003329476,0.08660736,0.036089208,-0.07423674,-0.09222375,-0.08305341,-0.002035729,-0.07684967,0.0009410346,0.025036387,0.053347375,-0.019551303,-0.002544647,-0.031356078,-0.010534715,0.027476467,0.0015206198,-0.02924679,0.008671112,0.020527767,-0.081372865,0.029899022,0.00462377,0.025184736,-0.06895517,0.036547106,-0.0090848915,0.011059971,0.01729822,0.02835417,-0.03482268,0.06564257,0.007289002,0.028673181,-0.06379877,0.061275493,0.026857764,0.036254194,0.02855135,0.04015046,0.06590257,0.0352489,0.030840488,0.00024544256,-0.075366795,0.028479232,-0.014302838,-0.006761718,-0.049118057,0.016141186,-0.050445788,-0.010193393,0.015307719,0.03531885,0.026038611,0.0054910495,0.07617656,-0.0051870625,0.00025536434,0.0023534042,0.09883361,0.04251592,0.058340102,-0.09319677,0.037440173,0.019846829
