word,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
table,-0.122906685,0.015803773,-0.038058378,-0.0037740131,-0.038038865,-0.24094036,0.19849633,0.329148,-0.26775402,-0.0835641,-0.036215466,-0.36580724,-0.0063798726,-0.032823138,0.03160676,-0.1388326,0.20933786,-0.14038682,-0.036129136,-0.3738452,0.17358245,0.116650805,0.3092923,-0.10188181,-0.12484047,-0.015747951,-0.17184582,0.079144575,-0.08662001,-0.10246928,0.2838282,-0.016106445,0.17794175,-0.111209795,-0.0020648923,0.25903225,0.14210193,-0.25040054,-0.2959346,-0.27421042,-0.007196067,-0.27231893,-0.00693918,0.08027362,0.20764571,-0.05957802,-0.03511593,-0.09603775,0.004754477,0.09271166,0.02066743,-0.10879835,0.047799107,0.06210164,-0.315989,0.064737506,0.054471094,0.119881526,-0.21775971,0.09417686,-0.04616722,0.04856548,0.06513817,0.109919,-0.12814637,0.21756762,0.016626503,0.10206617,-0.22372644,0.20007871,0.08405069,0.09081349,0.12497667,0.13315667,0.25038877,0.089155614,0.08835211,-0.017361358,-0.2753905,0.08589393,-0.029449906,-0.025258647,-0.15637739,0.048474606,-0.14552969,-0.03387832,0.054872856,0.14431497,0.09393715,0.03623332,0.26744854,-0.0030983198,-0.017832445,0.029850595,0.3675434,0.13640448,0.18885024,-0.31965974,0.10760883,0.08664981
soup,-0.09255094,0.018428981,-0.038840108,-0.0035122589,-0.021551235,-0.18338409,0.15317619,0.27236104,-0.21384494,-0.06922157,-0.03746805,-0.29262286,-0.008250071,-0.02056597,0.037946653,-0.11883371,0.16446504,-0.11117762,-0.021490885,-0.30171376,0.124974266,0.08736123,0.24815077,-0.064512424,-0.091910526,-0.019800473,-0.13388257,0.06564678,-0.06952045,-0.077031456,0.23316088,-0.013195979,0.12693283,-0.09339357,-0.006113544,0.21901922,0.122038566,-0.18888998,-0.23368888,-0.22072554,-0.0073224455,-0.22312205,0.0051418315,0.08238145,0.16490261,-0.033385128,-0.020812687,-0.06349769,-0.0059209284,0.07162071,0.018787332,-0.08273109,0.046183746,0.05555881,-0.24411468,0.05978359,0.043335423,0.099572554,-0.17213088,0.08040997,-0.02880562,0.04340105,0.0454062,0.08305328,-0.10403982,0.15950024,0.016497314,0.07359891,-0.18171105,0.14707088,0.06747803,0.07324943,0.104048535,0.105827294,0.20023389,0.07844612,0.076898575,-0.011683409,-0.21684408,0.06698353,-0.020270525,-0.033048425,-0.115200326,0.03875982,-0.12186393,-0.02239679,0.042287968,0.12867412,0.085926384,0.032796644,0.21917892,0.008779612,-0.008440845,0.040708274,0.2924005,0.10481415,0.14475057,-0.2554527,0.07783156,0.058126904
agreement,0.0018573522,0.0062398743,-0.008277473,-0.0068599307,-0.006985754,0.004376261,-0.0099435225,-0.0076767756,0.008005839,-0.009299809,0.009689332,-0.005350372,-0.0052261474,0.00045359015,-0.0037843632,9.805322e-05,0.006879388,-0.0011743474,-0.009250661,-0.0018840039,0.006028143,0.00975906,0.0016048944,0.007098764,0.0015695345,0.0066336133,0.006155286,-0.0050943564,0.0013414633,-0.009929237,-0.0012797427,0.0076940525,-0.004882561,-0.0017266119,0.0030756283,0.007847144,-0.0035935186,-0.0035864436,-0.00084509014,0.0094835805,-0.008283952,0.007951463,0.008433837,0.0009801948,-0.0029004859,-0.004121376,0.009557433,-0.004109434,-0.00672609,-0.0077401088,-0.003071226,0.0017748928,0.009463821,0.009341737,-0.0003372252,0.0022047174,-0.009432359,-0.004161811,-0.0059696604,0.0072855125,-0.0016174794,-0.0015897799,0.0034628056,-0.0061257873,0.0037486493,0.0017164791,0.006931933,0.0022068715,0.0008065712,-0.0046992125,-0.0014532352,-0.0010472882,-0.007700691,0.0051139235,-0.0044102287,-0.0014911055,-0.0038472235,0.002432176,-0.002372718,-0.003956075,-0.0019013465,0.006212678,0.00493137,-0.0067988955,-0.008514473,-0.0063940547,-0.0030959295,0.0073908973,0.0045120455,0.0027286613,-0.0017854607,-0.008695458,-0.0071225525,0.006389458,0.003981645,0.0012903023,0.008545322,0.0037849606,-0.0019607903,0.007550515
house,-0.13248864,0.018436735,-0.057442844,-0.0117761195,-0.030358572,-0.24935916,0.20838918,0.36986178,-0.30385184,-0.09012114,-0.038303,-0.38394013,-0.011735112,-0.023294281,0.047458336,-0.15842141,0.21727696,-0.15698506,-0.041868083,-0.40222323,0.19363871,0.115803525,0.35226324,-0.102915525,-0.13284813,-0.011843588,-0.19170603,0.07746316,-0.099592306,-0.10942117,0.32694906,-0.033548415,0.18825461,-0.14172582,-0.0033420112,0.29219374,0.1619073,-0.25736713,-0.3207179,-0.29088876,-0.004667467,-0.30484763,7.1194285e-05,0.106455855,0.21367581,-0.0654028,-0.037141796,-0.09779145,-0.0025656363,0.10139518,0.013988698,-0.12982695,0.068986274,0.06800673,-0.32664812,0.070743136,0.051826783,0.12813967,-0.22593056,0.10608973,-0.040797878,0.061788324,0.06911886,0.11110781,-0.1458652,0.24492803,0.0033977067,0.11400883,-0.25227925,0.20541722,0.07962787,0.10778853,0.14167611,0.13462183,0.2877014,0.08926196,0.10995126,-0.0026423975,-0.3045984,0.100538835,-0.032994214,-0.028985806,-0.1797158,0.05933001,-0.17284398,-0.03647081,0.067506894,0.17622952,0.1194701,0.027672276,0.29600713,0.008056058,0.0018183185,0.029629624,0.42425194,0.16290633,0.1988085,-0.35569653,0.12762907,0.09559646
eat,-0.14759302,0.007607017,-0.054667998,-0.010846941,-0.037035152,-0.2673846,0.23225783,0.37950858,-0.31729952,-0.08990931,-0.04647812,-0.41453397,-0.018492797,-0.038047455,0.050974127,-0.16971377,0.2282276,-0.15845747,-0.042487092,-0.42042932,0.2038487,0.1358844,0.38131228,-0.12290388,-0.13011593,-0.012091073,-0.19577558,0.08245354,-0.11636774,-0.12192809,0.34740248,-0.035615508,0.20966719,-0.14954044,0.00056886673,0.3115997,0.17656462,-0.28625402,-0.33884346,-0.31231877,-0.021270933,-0.3282011,0.007752865,0.0993031,0.22738533,-0.066048846,-0.039523333,-0.111532874,-0.010664834,0.1014215,0.011304481,-0.12953979,0.05721752,0.07822621,-0.37693784,0.08975436,0.047242142,0.14585176,-0.25504872,0.11152749,-0.055379033,0.056116458,0.056670807,0.11671637,-0.14396097,0.24331059,0.022184027,0.11658028,-0.2550535,0.2343672,0.07796437,0.124412864,0.16277346,0.15642461,0.3019769,0.10390292,0.115195274,-0.01883027,-0.32119784,0.105038285,-0.04415667,-0.050123587,-0.18381484,0.06429233,-0.17541277,-0.05352895,0.06529938,0.18156157,0.12929498,0.043147486,0.3150567,0.0072418526,-0.021195628,0.04206667,0.4312519,0.16191925,0.20851626,-0.3763975,0.117833704,0.08935824
something,-0.14888258,0.015216637,-0.05228026,-0.0027251919,-0.026639849,-0.260243,0.20882997,0.35922122,-0.29797062,-0.079557754,-0.039050218,-0.3880267,-0.0032526292,-0.037919816,0.056665245,-0.15797053,0.22634801,-0.15309961,-0.042583957,-0.40462977,0.18768513,0.13333356,0.3476488,-0.10220364,-0.12184048,-0.02201035,-0.20158553,0.091983184,-0.113152266,-0.10450195,0.31841627,-0.030774485,0.19886112,-0.12429799,-0.014267713,0.2945637,0.15574656,-0.26381165,-0.32732084,-0.30489236,-0.0151446555,-0.2981449,0.011423048,0.09796897,0.22429803,-0.07170746,-0.04653031,-0.099423304,0.0037161962,0.0936019,0.017827539,-0.12996645,0.054331016,0.07312564,-0.34750354,0.08242642,0.04848728,0.13108312,-0.2481812,0.11173479,-0.06041413,0.041623373,0.05930198,0.10911358,-0.14270745,0.2244984,0.016416114,0.1251882,-0.24749982,0.20916472,0.076212525,0.10591206,0.13965076,0.14328407,0.28250396,0.09646768,0.08997344,-0.025433818,-0.2994625,0.104014665,-0.035042338,-0.038568128,-0.16362399,0.06863405,-0.16997072,-0.0533318,0.0659287,0.18307835,0.10517063,0.04023431,0.30806407,-0.0034613488,-0.023558242,0.045910593,0.4242385,0.16729614,0.20360357,-0.36054885,0.12085261,0.08083215
bill,-0.15555632,0.018782888,-0.055617597,0.001097027,-0.044917025,-0.26366097,0.22642429,0.38179037,-0.3215949,-0.08644964,-0.04051409,-0.40572402,-0.017231325,-0.03482397,0.05457788,-0.15143499,0.23155107,-0.173971,-0.041161582,-0.41871977,0.18958601,0.13372691,0.36031297,-0.11817861,-0.13685113,-0.012979021,-0.19173437,0.09240492,-0.1071377,-0.11384153,0.33755356,-0.026409859,0.19492133,-0.12635687,-0.0026070944,0.3143612,0.17889589,-0.2839417,-0.34053457,-0.30236533,-0.018747028,-0.31621563,0.00853119,0.1021735,0.2429895,-0.068215474,-0.03330124,-0.11156663,0.0017973896,0.096794546,0.025488053,-0.12283633,0.048179697,0.07889109,-0.36332327,0.09713628,0.046154443,0.14129059,-0.25917715,0.11725748,-0.056277595,0.04738174,0.06923184,0.12621316,-0.14533924,0.23858474,0.027229073,0.11804426,-0.25799817,0.22272713,0.08938554,0.10892203,0.15454392,0.15879755,0.30510923,0.10547818,0.10970821,-0.009743495,-0.31832746,0.10661241,-0.044934638,-0.048135743,-0.18471871,0.064543635,-0.17883487,-0.050880093,0.08033083,0.17487171,0.12538886,0.045862336,0.31203192,0.0073315566,-0.022561237,0.037433386,0.43654788,0.17169268,0.20776586,-0.38782272,0.13524747,0.08800221
license,-0.02506759,0.0050198934,-0.0053345393,-0.008302735,-0.005205857,-0.041915707,0.043028846,0.05717645,-0.04197718,-0.008236125,-0.011534843,-0.060751542,-0.000947918,-0.012693234,0.011803662,-0.032705568,0.033845298,-0.03343344,-0.0026849331,-0.06886251,0.031164888,0.027924716,0.062292036,-0.014020757,-0.013284352,-0.0032026274,-0.02092119,0.018983034,-0.014525062,-0.00808228,0.055011656,0.003548838,0.032114904,-0.029169459,0.0014541075,0.047044333,0.02523752,-0.044593625,-0.051064804,-0.04305279,-0.0113235535,-0.043508857,0.0078056045,0.024967246,0.044099107,-0.0134454,-0.014510745,-0.012198982,-0.007931736,0.021703053,-0.0017384024,-0.011768759,0.0006901672,0.009086338,-0.058411695,0.009268099,0.0007783646,0.025008708,-0.036199108,0.02397808,-0.0051055523,0.0040647713,0.0122945225,0.016160566,-0.025601394,0.04437713,0.0049001235,0.016538912,-0.047531974,0.028031196,0.021686142,0.020851612,0.01597111,0.02069233,0.039129023,0.007118895,0.0140590435,-0.012493754,-0.04649942,0.021406021,-0.011790311,-0.0041347328,-0.027897932,0.008109002,-0.020026794,-0.004887646,0.0021657264,0.03258657,0.024936855,0.0075894296,0.04902532,0.0082734935,0.005816925,-0.0010318086,0.055257544,0.03385259,0.037349302,-0.060422678,0.023378417,0.017897703
question,-0.14702527,0.016123015,-0.05141028,-0.014391258,-0.034081083,-0.2549773,0.22282799,0.3603818,-0.28634542,-0.092588596,-0.03472873,-0.39251336,-0.0038033337,-0.027101608,0.056047834,-0.14944778,0.21755247,-0.15509714,-0.03692318,-0.3940208,0.18521845,0.12689972,0.3399049,-0.11130017,-0.13396068,-0.018355284,-0.19802749,0.07675597,-0.10163836,-0.0939892,0.31804526,-0.01650499,0.17693056,-0.12145315,-0.012463991,0.2938122,0.15144646,-0.2709146,-0.31667352,-0.28582492,-0.0023339142,-0.30112574,0.0018840495,0.08896744,0.22456737,-0.062021594,-0.042729948,-0.09312857,0.0020853942,0.08854165,0.022612255,-0.11667264,0.0511925,0.07592064,-0.34628057,0.07427173,0.058621433,0.11886493,-0.2427232,0.09742953,-0.05506648,0.051912803,0.062453143,0.106333084,-0.14867315,0.22935636,0.027335541,0.10404373,-0.2366172,0.21499883,0.06877762,0.09509698,0.14289962,0.13934453,0.2815229,0.08823345,0.09895092,-0.024342965,-0.28085566,0.09808812,-0.040188942,-0.0271563,-0.17399633,0.050946265,-0.16296358,-0.053557985,0.061157003,0.16037266,0.097127885,0.038129836,0.2949228,0.008453719,-0.00951702,0.044374228,0.4025124,0.15633638,0.19939797,-0.34395346,0.12501536,0.095381245
spoke,-0.10461707,0.01665563,-0.03502691,-0.008451311,-0.016889103,-0.19562335,0.16389371,0.26511708,-0.21288623,-0.06995043,-0.031768106,-0.29506132,-0.012141106,-0.02382743,0.02637564,-0.12056024,0.15806244,-0.12884958,-0.034772158,-0.29888588,0.13492453,0.091928184,0.25687408,-0.079247326,-0.10467857,-0.0062512066,-0.13614681,0.06937596,-0.07963702,-0.07425096,0.24385475,-0.027176498,0.14012063,-0.10689645,0.0020040704,0.22122338,0.12605137,-0.19182865,-0.2375802,-0.22382767,-0.0039665685,-0.221042,0.009794083,0.07513233,0.16075435,-0.04094341,-0.027697206,-0.082781054,0.004796363,0.08100573,0.015444702,-0.0902367,0.04419515,0.055624194,-0.2668125,0.06638511,0.030540094,0.09147515,-0.18297713,0.07847447,-0.039287634,0.035699084,0.045188468,0.07462947,-0.10116679,0.17157249,0.014387462,0.0939513,-0.1777222,0.16028614,0.0627621,0.07953968,0.115434,0.11494289,0.21670556,0.075325646,0.07060678,-0.009591108,-0.2099271,0.07266335,-0.03670861,-0.035219327,-0.1376995,0.043669194,-0.12391923,-0.025551055,0.057388727,0.1324852,0.082476914,0.026826117,0.22593498,0.009339559,-0.00019594225,0.033117816,0.30789462,0.103599414,0.14898455,-0.25906846,0.08988116,0.06420238
sat,-0.11099644,0.01667677,-0.03288307,0.0009797516,-0.018681638,-0.20982108,0.16958363,0.2916799,-0.234275,-0.06361325,-0.02914941,-0.2988449,-0.015637446,-0.024096152,0.030079413,-0.12492948,0.1730561,-0.118919834,-0.03511671,-0.32416657,0.1574673,0.101709045,0.26867732,-0.07292383,-0.090678096,-0.01803838,-0.14414336,0.057860516,-0.07916185,-0.0914642,0.24173109,-0.013286925,0.13130192,-0.10482772,0.0031653813,0.22297722,0.13437863,-0.20656402,-0.25696182,-0.23941317,-0.00032776073,-0.24114393,-0.0017888214,0.07118976,0.1663516,-0.042475242,-0.035195973,-0.07013917,0.0016220876,0.06868858,0.016697938,-0.10461924,0.036277823,0.062849544,-0.27403012,0.072668426,0.030910095,0.10836873,-0.1762617,0.08167228,-0.033923008,0.03406085,0.05326742,0.08007595,-0.114815295,0.17223652,0.023273822,0.08312676,-0.19276625,0.1570571,0.06879451,0.08508012,0.1093666,0.101057805,0.21628697,0.08391441,0.06752113,-0.0094793,-0.23417218,0.08445377,-0.028440857,-0.023120873,-0.12631556,0.048233356,-0.13339144,-0.030118993,0.046603363,0.14221741,0.08950452,0.022013092,0.22711036,-0.0011515014,-0.0077353106,0.024409505,0.33284104,0.12996577,0.15414412,-0.2873213,0.10210942,0.06378271
perhaps,-0.12252342,0.022084938,-0.037272938,-0.0152360955,-0.021026209,-0.23385015,0.19072075,0.3315571,-0.26598993,-0.07299517,-0.035633415,-0.3365359,-0.0053462544,-0.03302957,0.036641885,-0.13901912,0.18640827,-0.15581211,-0.027593285,-0.36639175,0.16354795,0.10549424,0.31281465,-0.08859933,-0.11869996,-0.02189402,-0.17266427,0.0841375,-0.09394684,-0.09119353,0.28308013,-0.029211719,0.17389868,-0.11120691,-0.01285555,0.2712752,0.15184122,-0.22948399,-0.27528757,-0.26194346,-0.010241018,-0.26290235,0.0056647663,0.09146934,0.20701955,-0.059964653,-0.03472688,-0.078036726,-0.010936224,0.08841719,0.015987216,-0.10804018,0.035908427,0.06766093,-0.29621106,0.07361241,0.049193695,0.117862344,-0.20714973,0.105835274,-0.04495276,0.04553404,0.061921123,0.09944959,-0.13222665,0.19771728,0.025180256,0.10059072,-0.21078551,0.19295783,0.06009039,0.088328585,0.12166823,0.13593538,0.24879377,0.07358671,0.07745687,-0.019256951,-0.25402567,0.08858672,-0.04091353,-0.039111953,-0.14810568,0.05621964,-0.14624287,-0.038661133,0.054564223,0.16129997,0.09340171,0.035850454,0.2627248,-0.008610154,-0.0075430437,0.030745516,0.37124622,0.1374687,0.16838853,-0.3183483,0.1119041,0.07885219
side,-0.13366581,0.019019926,-0.054913633,-0.0018489604,-0.027452847,-0.24220777,0.19775818,0.35600674,-0.28332463,-0.08170375,-0.041983794,-0.37918964,-0.0035515786,-0.029720193,0.056501463,-0.15052885,0.20113483,-0.14622615,-0.029043509,-0.3805512,0.18305105,0.12875526,0.33658776,-0.105501935,-0.11904727,-0.019038934,-0.18350457,0.08022965,-0.093962364,-0.109936975,0.29757026,-0.017987505,0.17246452,-0.12738763,-0.014670264,0.2894086,0.15372236,-0.26200387,-0.30792958,-0.27826494,-0.015705984,-0.2986704,-0.005768852,0.10104549,0.20789602,-0.068656184,-0.03448068,-0.09315457,-0.011712229,0.07739181,0.008475057,-0.12351773,0.056346785,0.06276288,-0.32609028,0.06942102,0.05212062,0.12736738,-0.21681508,0.10281791,-0.060014088,0.047493502,0.06408928,0.11028731,-0.12638032,0.21856397,0.01891084,0.106133595,-0.23065487,0.1972721,0.06791366,0.10984183,0.12538956,0.1326397,0.27583048,0.08413677,0.08668562,-0.018909184,-0.27296472,0.09251388,-0.035468344,-0.027476769,-0.16470352,0.04666461,-0.15309441,-0.038931876,0.054893777,0.15142614,0.1029267,0.02948527,0.2753038,-0.0021742673,-0.018960087,0.045471802,0.38993895,0.14629662,0.1917399,-0.33997232,0.112373784,0.076375104
talking,-0.124921665,0.01422522,-0.049353972,-0.016136004,-0.039864462,-0.2499247,0.19669545,0.3490994,-0.29251474,-0.07175285,-0.033556554,-0.36634296,-0.01559433,-0.017542347,0.04627735,-0.14884855,0.21169022,-0.15649068,-0.029582256,-0.3945688,0.16672577,0.11170342,0.32761157,-0.10076586,-0.12375633,-0.027176669,-0.18681733,0.07936168,-0.0905076,-0.095937274,0.30049774,-0.031005464,0.17932859,-0.13553655,-0.0011310189,0.27533552,0.15924476,-0.24744858,-0.30328122,-0.26761216,-0.016031865,-0.28909633,0.011867649,0.09872406,0.21460782,-0.054393515,-0.03901717,-0.10231724,0.0037822423,0.08626439,0.021141179,-0.11797817,0.053514693,0.071775764,-0.3294825,0.07697649,0.043690644,0.13099535,-0.23614165,0.10551744,-0.039527167,0.038748667,0.058085956,0.10963071,-0.1352125,0.2184615,0.025842527,0.11111,-0.2242972,0.19727725,0.07532238,0.09418643,0.14242798,0.13490383,0.27623954,0.08140612,0.09551392,-0.02386931,-0.2754463,0.09827948,-0.026936913,-0.030267501,-0.17415184,0.06320084,-0.15298757,-0.046489954,0.062427543,0.16085477,0.09967103,0.031792283,0.286419,0.00031210412,-0.023825329,0.04754199,0.39440915,0.14150466,0.1856158,-0.35507387,0.11109674,0.087684095
these,-0.10694319,0.0069557363,-0.030228777,-0.01374094,-0.019553337,-0.19281994,0.16930035,0.28129083,-0.2333448,-0.06416243,-0.023849407,-0.29950035,-0.008950187,-0.028967509,0.038442194,-0.10832594,0.17087774,-0.12079542,-0.024093388,-0.3110146,0.13649245,0.099708416,0.26953566,-0.069442324,-0.09168799,-0.006263318,-0.13773105,0.056995317,-0.08938433,-0.08950399,0.23717065,-0.029059883,0.13811536,-0.09743906,-0.005314164,0.22539163,0.12111446,-0.20674495,-0.23230956,-0.22709613,-0.014185525,-0.2279942,-0.00548504,0.08335153,0.16587925,-0.0484157,-0.039558813,-0.08262508,0.003368338,0.07620832,0.01331183,-0.10015227,0.043006584,0.0573303,-0.25348347,0.06855283,0.044282496,0.10920307,-0.17445867,0.08895627,-0.049637184,0.030437233,0.0375974,0.09197247,-0.09878162,0.1793332,0.019648388,0.09319697,-0.17845887,0.15550777,0.05911618,0.07442012,0.1094661,0.11579122,0.2074217,0.0821091,0.076478474,-0.0031444193,-0.21866305,0.07873547,-0.03405776,-0.031059595,-0.12783712,0.046657357,-0.118892424,-0.028437339,0.04297561,0.1391443,0.08341371,0.020947741,0.23028865,0.010015345,-0.0008620989,0.029703075,0.32021055,0.123490706,0.1512722,-0.28028658,0.08235563,0.0560047
asked,-0.10531994,0.00954922,-0.029360773,-0.011902176,-0.016174478,-0.18997766,0.16744167,0.2832244,-0.23630308,-0.06289269,-0.03557604,-0.3057143,-0.013102664,-0.029824963,0.040278897,-0.10800626,0.16487771,-0.11670538,-0.03460022,-0.31168312,0.13535276,0.09172901,0.26227775,-0.08330851,-0.098282814,-0.011617329,-0.14391653,0.059992924,-0.07609309,-0.084307075,0.23708746,-0.019229507,0.14661384,-0.1045206,-0.012549837,0.21980199,0.13145043,-0.20855296,-0.24506772,-0.22880861,-0.0013167075,-0.22314756,-0.005073659,0.07044969,0.16582347,-0.0509816,-0.021814415,-0.080810696,-0.009991264,0.065732054,0.014898794,-0.091876164,0.04596288,0.05962634,-0.2616445,0.053441238,0.042140037,0.10523944,-0.18736346,0.08746139,-0.03156792,0.030527003,0.053586088,0.08068725,-0.1112367,0.17084438,0.008610142,0.08840268,-0.17560105,0.1589841,0.067745015,0.0832369,0.10799919,0.10661756,0.2172322,0.07320695,0.074710846,-0.015263652,-0.22945829,0.066694506,-0.031061774,-0.038982,-0.13634692,0.04180628,-0.11669688,-0.029255256,0.05619686,0.14226276,0.07961224,0.019996094,0.23114939,0.0001288568,-0.0116371345,0.03483432,0.30752483,0.12561409,0.14681059,-0.28139946,0.08472192,0.06278105
turned,-0.12930633,0.015581781,-0.040113416,-0.016126137,-0.037346296,-0.2476444,0.20544672,0.35099313,-0.29575932,-0.09132164,-0.036473628,-0.3701285,-0.000774963,-0.034134198,0.043114286,-0.14996532,0.21755955,-0.1385128,-0.03854524,-0.37838346,0.1818428,0.111322604,0.33722863,-0.09972217,-0.13302703,-0.013793651,-0.18707436,0.08034365,-0.09429548,-0.10634279,0.30238515,-0.027701043,0.18083861,-0.12154544,-0.015573569,0.2793583,0.16135375,-0.2621149,-0.29533288,-0.27969617,-0.011588146,-0.2910643,-0.00017308074,0.09289399,0.20881528,-0.051610965,-0.02758946,-0.100928865,-0.009336189,0.09914087,0.01023264,-0.11564315,0.062342692,0.063454784,-0.3342956,0.070975326,0.04365836,0.12988026,-0.22845496,0.09244317,-0.050557986,0.043475643,0.063701324,0.10442089,-0.13136752,0.22383188,0.013882814,0.09877838,-0.2334286,0.19699442,0.08762254,0.09869222,0.13683055,0.13613728,0.27265257,0.10100219,0.085493825,-0.017805636,-0.2716452,0.092195965,-0.027781544,-0.026073575,-0.15909933,0.06727795,-0.1598076,-0.029625442,0.056070402,0.1638898,0.09944436,0.03093183,0.2825503,-0.0034424737,-0.013818711,0.0345346,0.38709,0.15766156,0.1779768,-0.34030128,0.1166507,0.079639696
bit,-0.12913641,0.017131874,-0.04951094,-0.012452037,-0.026260525,-0.2601823,0.22047853,0.361967,-0.29321367,-0.0766086,-0.03545962,-0.372497,-0.012456195,-0.024018198,0.03656285,-0.14204589,0.2150073,-0.15621741,-0.04422589,-0.396074,0.18217908,0.12281591,0.34888712,-0.099973194,-0.12362266,-0.01902587,-0.18181197,0.07766464,-0.099432506,-0.10977455,0.31484658,-0.020482728,0.17964138,-0.12994714,-0.0066839745,0.29810756,0.15443236,-0.26552337,-0.30313045,-0.29080507,-0.0064276224,-0.28712016,0.0017346652,0.08980202,0.22717094,-0.058188777,-0.03316137,-0.08813372,0.0098297335,0.09679053,0.024358755,-0.13482274,0.054353215,0.07891767,-0.32797676,0.08557963,0.05268418,0.1246779,-0.22759674,0.114517435,-0.048078414,0.049647033,0.052209366,0.10675128,-0.13817993,0.22964078,0.024641763,0.10066488,-0.22946538,0.2001938,0.08836302,0.11114125,0.14630121,0.1368092,0.2806193,0.08788959,0.08717162,-0.02224786,-0.28266677,0.093771264,-0.0352241,-0.024856148,-0.1633991,0.058353607,-0.15912198,-0.037007745,0.06372694,0.15477884,0.118622996,0.04219213,0.2914997,0.009504033,-0.020701366,0.034378644,0.40160468,0.15952918,0.19767459,-0.35200855,0.11062461,0.09349401
used,-0.12020125,0.01617665,-0.04211862,-0.0029262535,-0.02474319,-0.2331339,0.20567474,0.34386462,-0.2680575,-0.067373835,-0.027303567,-0.35574928,-0.017057192,-0.020197019,0.051602527,-0.1316492,0.1955845,-0.15931936,-0.0399148,-0.37113118,0.1790199,0.11809322,0.32540587,-0.099700816,-0.13097069,-0.018259926,-0.18658142,0.075946964,-0.103613466,-0.092377,0.2891552,-0.025945846,0.18303405,-0.11449603,0.005473737,0.27289617,0.14175037,-0.25416812,-0.29995677,-0.26926476,-0.0055388696,-0.2868245,-0.0011203621,0.09694881,0.20639727,-0.049604323,-0.03450367,-0.086909845,0.00082523323,0.09148416,0.0178679,-0.108062536,0.037762612,0.072634585,-0.32481375,0.07282714,0.050663456,0.13122594,-0.22228421,0.09483618,-0.04166415,0.04522662,0.046662778,0.09751906,-0.12102855,0.21142423,0.02171276,0.11216161,-0.21084082,0.20462768,0.068727665,0.08687192,0.13279659,0.14103979,0.2574029,0.080206364,0.086579174,-0.012904097,-0.2783159,0.07870201,-0.029624911,-0.03242723,-0.16540653,0.0494271,-0.15567647,-0.033592205,0.06996334,0.1606072,0.10749369,0.028236253,0.28132895,0.0020098253,-0.0135850245,0.04424022,0.3866327,0.1486634,0.1758995,-0.33331144,0.10460124,0.080950156
indeed,-0.13397257,0.021906916,-0.050654996,-0.007837164,-0.03938523,-0.2382284,0.2149626,0.3606438,-0.286425,-0.08255938,-0.04458987,-0.3822492,-0.00397574,-0.033095244,0.053901568,-0.14581175,0.21103287,-0.14342412,-0.03882089,-0.38351825,0.19069676,0.13082378,0.33624658,-0.106306605,-0.12666312,-0.020493286,-0.17574665,0.07176438,-0.10533791,-0.10638995,0.30729714,-0.024137026,0.17827973,-0.12154456,-0.01563853,0.28259197,0.15759446,-0.24482547,-0.29824483,-0.27545524,-0.0033918587,-0.28115878,0.0021044055,0.087281644,0.20754181,-0.06060936,-0.033392254,-0.1022967,-0.0021266374,0.1014306,0.01757988,-0.113875456,0.053729586,0.06873277,-0.31937018,0.08487002,0.04012722,0.11985924,-0.2349007,0.109048285,-0.054783735,0.04008814,0.06595245,0.10644668,-0.13642572,0.22215596,0.016767351,0.117462344,-0.23647404,0.19962035,0.083935805,0.10566239,0.12884946,0.13358961,0.26399165,0.09390282,0.0904858,-0.019124776,-0.27181983,0.09472636,-0.025163643,-0.047651414,-0.16368866,0.05805075,-0.16302694,-0.04304686,0.062095612,0.17023712,0.094950214,0.033744946,0.28428635,0.0073228823,-0.0088373395,0.05027793,0.3894537,0.142929,0.19419643,-0.3432836,0.11479758,0.07362159
